date,GPP_NT_VUT_REF,n_datapoints,n_measured,SW_IN_F,f_measured
548681634-06-01,1.88308,1,0,0,0
548681655-06-01,-0.22795,1,0,0,0
548681655-07-01,-2.02336,1,0,0,0
548681655-09-09,-2.48276,1,0,0,0
548681655-10-09,-2.5237,1,0,0,0
548681655-12-18,-3.29342,1,0,0,0
548681656-01-17,-3.61991,1,0,0,0
548681656-03-27,-2.09339,1,0,0,0
548681656-04-26,0.03194,1,0,0,0
548681656-07-05,0.208313,1,0,0,0
548681656-08-04,-0.278595,1,0,0,0
548681656-10-13,0.63412,1,0,0,0
548681656-11-12,1.35913,1,0,0,0
548681657-01-21,-4.58874,1,0,0,0
548681657-02-20,-2.80232,1,0,0,0
548681657-05-01,-1.54084,1,0,0,0
548681657-05-31,-0.660256,1,0,0,0
548681657-08-09,1.31513,1,0,0,0
548681657-09-08,5.02115,1,0,17.569,0
548681657-11-17,5.46779,1,0,34.375,0
548681657-12-17,6.22431,1,0,49.431,0
548681658-02-25,8.09551,1,0,125.45,0
548681658-03-27,-5.27466,1,0,147.168,0
548681658-06-05,-2.19922,1,0,164.035,0
548681658-07-05,-1.65811,1,0,175.761,0
548681658-09-13,1.25008,1,0,182.148,0
548681658-10-13,1.42731,1,0,183.086,0
548681658-12-22,3.82456,1,0,270.746,0
548681659-01-21,4.78602,1,0,255.711,0
548681659-04-01,5.77369,1,0,232.765,0
548681659-05-01,4.99287,1,0,202.299,0
548681659-07-10,6.22241,1,0,164.835,0
548681659-08-09,5.82832,1,0,121.014,0
548681659-10-18,6.38006,1,0,23.96,0
548681659-11-17,5.93211,1,0,5.822,0
548681660-01-26,5.5964,1,0,0,0
548681660-02-25,4.54176,1,0,0,0
548681660-05-05,4.17802,1,0,0,0
548681660-06-04,2.0871,1,0,0,0
548681660-08-13,0.961689,1,0,0,0
548681660-09-12,0.492355,1,0,0,0
548681660-11-21,0.607864,1,0,0,0
548681660-12-21,0.525118,1,0,0,0
548681661-03-01,0.261005,1,0,0,0
548681661-03-31,0.44584,1,0,0,0
548681661-06-09,0.42987,1,0,0,0
548681661-07-09,0.442097,1,0,0,0
548681661-09-17,0.284155,1,0,0,0
548681661-10-17,0.561434,1,0,0,0
548681682-10-17,-0.706667,1,0,0,0
548681682-11-16,-2.495,1,0,0,0
548681683-01-25,-2.94751,1,0,0,0
548681683-02-24,-2.96162,1,0,0,0
548681683-05-05,-3.70456,1,0,0,0
548681683-06-04,-4.00431,1,0,0,0
548681683-08-13,-2.4512,1,0,0,0
548681683-09-12,-0.299246,1,0,0,0
548681683-11-21,-0.096321,1,0,0,0
548681683-12-21,-0.571399,1,0,0,0
548681684-02-29,0.353038,1,0,0,0
548681684-03-30,1.08975,1,0,0,0
548681684-06-08,-2.64446,1,0,0,0
548681684-07-08,-1.64787,1,0,0,0
548681684-09-16,-0.821633,1,0,0,0
548681684-10-16,-0.017339,1,0,0,0
548681684-12-25,2.31447,1,0,0,0
548681685-01-24,4.98591,1,0,5.564,0
548681685-04-04,5.12912,1,0,10.773,0
548681685-05-04,5.80221,1,0,15.441,0
548681685-07-13,6.77026,1,0,51.517,0
548681685-08-12,2.8551,1,0,60.392,0
548681685-10-21,2.11604,1,0,67.291,0
548681685-11-20,1.84838,1,0,72.097,0
548681686-01-29,2.22371,1,0,74.727,0
548681686-02-28,2.07174,1,0,75.136,0
548681686-05-09,3.45917,1,0,167.651,0
548681686-06-08,3.82259,1,0,158.47,0
548681686-08-17,4.48916,1,0,144.424,0
548681686-09-16,4.57056,1,0,125.752,0
548681686-11-25,5.63517,1,0,102.774,0
548681686-12-25,5.01759,1,0,75.884,0
548681687-03-05,5.58031,1,0,16.001,0
548681687-04-04,5.08632,1,0,4.309,0
548681687-06-13,4.3486,1,0,0,0
548681687-07-13,3.32279,1,0,0,0
548681687-09-21,3.01833,1,0,0,0
548681687-10-21,1.76036,1,0,0,0
548681687-12-30,0.809659,1,0,0,0
548681688-01-29,0.351257,1,0,0,0
548681688-04-08,-2.42258,1,0,0,0
548681688-05-08,-2.09222,1,0,0,0
548681688-07-17,-1.94786,1,0,0,0
548681688-08-16,-1.46897,1,0,0,0
548681688-10-25,-1.4688,1,0,0,0
548681688-11-24,-0.042458,1,0,0,0
548681689-02-02,-0.232616,1,0,0,0
548681689-03-04,-0.095994,1,0,0,0
548681710-03-05,-1.34493,1,0,0,0
548681710-04-04,-2.80999,1,0,0,0
548681710-06-13,-3.27419,1,0,0,0
548681710-07-13,-3.2514,1,0,0,0
548681710-09-21,-3.95738,1,0,0,0
548681710-10-21,-4.22011,1,0,0,0
548681710-12-30,-2.62984,1,0,0,0
548681711-01-29,-0.440766,1,0,0,0
548681711-04-09,-0.20067,1,0,0,0
548681711-05-09,-0.626573,1,0,0,0
548681711-07-18,0.347411,1,0,0,0
548681711-08-17,1.13376,1,0,0,0
548681711-10-26,-2.55065,1,0,0,0
548681711-11-25,-1.5041,1,0,0,0
548681712-02-03,-0.627858,1,0,0,0
548681712-03-04,-6.18776,1,0,0,0
548681712-05-13,-0.868495,1,0,0.086,0
548681712-06-12,5.09366,1,0,15.455,0
548681712-08-21,5.10995,1,0,29.602,0
548681712-09-20,6.08381,1,0,42.283,0
548681712-11-29,9.05589,1,0,73.925,0
548681712-12-29,4.20865,1,0,86.592,0
548681713-03-09,-8.03153,1,0,96.449,0
548681713-04-08,-5.18536,1,0,103.326,0
548681713-06-17,-4.36161,1,0,107.107,0
548681713-07-17,-4.65905,1,0,107.727,0
548681713-09-25,-1.7153,1,0,94.433,0
548681713-10-25,-0.672441,1,0,89.333,0
548681714-01-03,-1.05621,1,0,81.512,0
548681714-02-02,-0.637241,1,0,71.103,0
548681714-04-13,4.78913,1,0,58.286,0
548681714-05-13,4.21075,1,0,43.278,0
548681714-07-22,6.13396,1,0,8.469,0
548681714-08-21,5.8236,1,0,2.493,0
548681714-10-30,5.29458,1,0,0,0
548681714-11-29,4.23136,1,0,0,0
548681715-02-07,4.4344,1,0,0,0
548681715-03-09,2.60413,1,0,0,0
548681715-05-18,1.44833,1,0,0,0
548681715-06-17,0.704597,1,0,0,0
548681715-08-26,-2.07729,1,0,0,0
548681715-09-25,-1.75499,1,0,0,0
548681715-12-04,1.73077,1,0,0,0
548681716-01-03,1.87962,1,0,0,0
548681716-03-13,1.60753,1,0,0,0
548681716-04-12,1.6042,1,0,0,0
548681716-06-21,1.37043,1,0,0,0
548681716-07-21,1.47883,1,0,0,0
548681737-07-21,-0.617523,1,0,0,0
548681737-08-20,-2.39807,1,0,0,0
548681737-10-29,-2.84272,1,0,0,0
548681737-11-28,-2.84355,1,0,0,0
548681738-02-06,-3.57333,1,0,0,0
548681738-03-08,-3.85984,1,0,0,0
548681738-05-17,-2.29351,1,0,0,0
548681738-06-16,-0.128351,1,0,0,0
548681738-08-25,0.087667,1,0,0,0
548681738-09-24,-0.38246,1,0,0,0
548681738-12-03,0.547014,1,0,0,0
548681739-01-02,1.28867,1,0,0,0
548681739-03-13,-4.6425,1,0,0,0
548681739-04-12,-2.83948,1,0,0,0
548681739-06-21,-1.56144,1,0,0,0
548681739-07-21,-0.684905,1,0,0,0
548681739-09-29,1.28644,1,0,0.195,0
548681739-10-29,4.98841,1,0,6.737,0
548681740-01-07,5.43092,1,0,12.761,0
548681740-02-06,6.18341,1,0,18.162,0
548681740-04-16,8.0505,1,0,91.265,0
548681740-05-16,-5.32562,1,0,106.814,0
548681740-07-25,-2.25595,1,0,118.924,0
548681740-08-24,-1.72079,1,0,127.389,0
548681740-11-02,1.18142,1,0,132.062,0
548681740-12-02,1.35277,1,0,132.866,0
548681741-02-10,3.74412,1,0,226.428,0
548681741-03-12,4.69977,1,0,214.37,0
548681741-05-21,5.68163,1,0,195.834,0
548681741-06-20,4.8949,1,0,171.138,0
548681741-08-29,6.11861,1,0,140.703,0
548681741-09-28,5.71869,1,0,105.052,0
548681741-12-07,6.2645,1,0,15.65,0
548681742-01-06,5.77183,1,0,4.98,0
548681742-03-17,5.39173,1,0,0,0
548681742-04-16,4.29314,1,0,0,0
548681742-06-25,3.88575,1,0,0,0
548681742-07-25,1.75172,1,0,0,0
548681742-10-03,0.583678,1,0,0,0
548681742-11-02,0.121513,1,0,0,0
548681743-01-11,0.244097,1,0,0,0
548681743-02-10,0.168509,1,0,0,0
548681743-04-21,-0.088358,1,0,0,0
548681743-05-21,0.103537,1,0,0,0
548681743-07-30,0.09471,1,0,0,0
548681743-08-29,0.13109,1,0,0,0
548681743-11-07,-0.002687,1,0,0,0
548681743-12-07,0.298678,1,0,0,0
548681764-12-06,-0.945325,1,0,0,0
548681765-01-05,-2.70955,1,0,0,0
548681765-03-16,-3.13785,1,0,0,0
548681765-04-15,-3.14414,1,0,0,0
548681765-06-24,-3.87927,1,0,0,0
548681765-07-24,-4.17123,1,0,0,0
548681765-10-02,-2.61034,1,0,0,0
548681765-11-01,-0.450618,1,0,0,0
548681766-01-10,-0.239942,1,0,0,0
548681766-02-09,-0.709258,1,0,0,0
548681766-04-20,0.221116,1,0,0,0
548681766-05-20,0.963581,1,0,0,0
548681766-07-29,-2.76488,1,0,0,0
548681766-08-28,-1.76247,1,0,0,0
548681766-11-06,-0.930501,1,0,0,0
548681766-12-06,-0.110173,1,0,0,0
548681767-02-14,2.23769,1,0,0.669,0
548681767-03-16,4.9253,1,0,12.742,0
548681767-05-25,5.0846,1,0,23.86,0
548681767-06-24,5.77389,1,0,33.833,0
548681767-09-02,6.75808,1,0,62.985,0
548681767-10-02,2.84806,1,0,73.649,0
548681767-12-11,2.11414,1,0,81.963,0
548681768-01-10,1.85173,1,0,87.783,0
548681768-03-20,2.23223,1,0,91.011,0
548681768-04-19,2.08544,1,0,91.59,0
548681768-06-28,3.47815,1,0,85.263,0
548681768-07-28,3.83965,1,0,80.786,0
548681768-10-06,4.5044,1,0,73.887,0
548681768-11-05,4.58388,1,0,64.685,0
548681769-01-14,5.64658,1,0,53.338,0
548681769-02-13,5.02718,1,0,40.039,0
548681769-04-24,5.58799,1,0,8.831,0
548681769-05-24,5.09517,1,0,3.01,0
548681769-08-02,4.35869,1,0,0,0
548681769-09-01,3.33413,1,0,0,0
548681769-11-10,3.03082,1,0,0,0
548681769-12-10,1.77408,1,0,0,0
548681770-02-18,0.824619,1,0,0,0
548681770-03-20,0.352779,1,0,0,0
548681770-05-29,-2.4344,1,0,0,0
548681770-06-28,-2.11747,1,0,0,0
548681770-09-06,-1.98654,1,0,0,0
548681770-10-06,-1.52108,1,0,0,0
548681770-12-15,-1.53424,1,0,0,0
548681771-01-14,-0.094177,1,0,0,0
548681771-03-25,-0.270585,1,0,0,0
548681771-04-24,-0.120361,1,0,0,0
548681792-04-23,-1.35575,1,0,0,0
548681792-05-23,-2.80724,1,0,0,0
548681792-08-01,-3.25803,1,0,0,0
548681792-08-31,-3.26819,1,0,0,0
548681792-11-09,-4.00719,1,0,0,0
548681792-12-09,-4.30299,1,0,0,0
548681793-02-17,-2.74595,1,0,0,0
548681793-03-19,-0.590053,1,0,0,0
548681793-05-28,-0.383282,1,0,0,0
548681793-06-27,-0.856667,1,0,0,0
548681793-09-05,0.069554,1,0,0,0
548681793-10-05,0.807962,1,0,0,0
548681793-12-14,-2.92455,1,0,0,0
548681794-01-13,-1.92627,1,0,0,0
548681794-03-24,-1.09834,1,0,0,0
548681794-04-23,-6.67291,1,0,0,0
548681794-07-02,-1.36825,1,0,2.552,0
548681794-08-01,4.57911,1,0,33.497,0
548681794-10-10,4.58077,1,0,62.003,0
548681794-11-09,5.53988,1,0,87.582,0
548681795-01-18,8.4973,1,0,173.589,0
548681795-02-17,3.68501,1,0,202.79,0
548681795-04-28,-8.51998,1,0,225.573,0
548681795-05-28,-5.63839,1,0,241.549,0
548681795-08-06,-4.7791,1,0,250.443,0
548681795-09-05,-5.04061,1,0,252.104,0
548681795-11-14,-2.06091,1,0,191.074,0
548681795-12-14,-1.02736,1,0,181.18,0
548681796-02-22,-1.42046,1,0,165.901,0
548681796-03-23,-1.01082,1,0,145.498,0
548681796-06-01,4.4063,1,0,120.322,0
548681796-07-01,3.81848,1,0,90.803,0
548681796-09-09,5.73232,1,0,10.677,0
548681796-10-09,5.43389,1,0,3.87,0
548681796-12-18,4.91671,1,0,0,0
548681797-01-17,3.86539,1,0,0,0
548681797-03-28,4.08032,1,0,0,0
548681797-04-27,2.26183,1,0,0,0
548681797-07-06,1.11788,1,0,0,0
548681797-08-05,0.371884,1,0,0,0
548681797-10-14,-2.41235,1,0,0,0
548681797-11-13,-2.09231,1,0,0,0
548681798-01-22,1.3911,1,0,0,0
548681798-02-21,1.53769,1,0,0,0
548681798-05-02,1.26326,1,0,0,0
548681798-06-01,1.26568,1,0,0,0
548681798-08-10,1.03776,1,0,0,0
548681798-09-09,1.15191,1,0,0,0
548681819-09-10,-0.938605,1,0,0,0
548681819-10-10,-2.7134,1,0,0,0
548681819-12-19,-3.1523,1,0,0,0
548681820-01-18,-3.14414,1,0,0,0
548681820-03-28,-3.86481,1,0,0,0
548681820-04-27,-4.14222,1,0,0,0
548681820-07-06,-2.56677,1,0,0,0
548681820-08-05,-0.392495,1,0,0,0
548681820-10-14,-0.167348,1,0,0,0
548681820-11-13,-0.621243,1,0,0,0
548681821-01-22,0.324573,1,0,0,0
548681821-02-21,1.08259,1,0,0,0
548681821-05-02,-4.83229,1,0,0,0
548681821-06-01,-3.01278,1,0,0,0
548681821-08-10,-1.71832,1,0,0,0
548681821-09-09,-0.819717,1,0,0,0
548681821-11-18,1.17371,1,0,0.586,0
548681821-12-18,4.89777,1,0,5.871,0
548681822-02-26,5.36247,1,0,10.74,0
548681822-03-28,6.13706,1,0,15.11,0
548681822-06-06,8.02636,1,0,31.127,0
548681822-07-06,-5.34446,1,0,36.328,0
548681822-09-14,-2.26956,1,0,40.388,0
548681822-10-14,-1.72917,1,0,43.24,0
548681822-12-23,1.17838,1,0,44.834,0
548681823-01-22,1.35508,1,0,45.142,0
548681823-04-02,3.75169,1,0,47.263,0
548681823-05-02,4.68657,1,0,44.85,0
548681823-07-11,5.64766,1,0,41.115,0
548681823-08-10,4.84028,1,0,36.122,0
548681823-10-19,6.04324,1,0,29.957,0
548681823-11-18,5.62258,1,0,22.725,0
548681824-01-27,6.14775,1,0,4.059,0
548681824-02-26,5.71235,1,0,1.555,0
548681824-05-06,5.38916,1,0,0,0
548681824-06-05,4.34712,1,0,0,0
548681824-08-14,3.99586,1,0,0,0
548681824-09-13,1.9174,1,0,0,0
548681824-11-22,0.804521,1,0,0,0
548681824-12-22,0.330459,1,0,0,0
548681825-03-02,0.441253,1,0,0,0
548681825-04-01,0.353712,1,0,0,0
548681825-06-10,0.084999,1,0,0,0
548681825-07-10,0.265154,1,0,0,0
548681825-09-18,0.244518,1,0,0,0
548681825-10-18,0.246989,1,0,0,0
548681825-12-27,0.079331,1,0,0,0
548681826-01-26,0.346933,1,0,0,0
548681847-01-26,-0.930802,1,0,0,0
548681847-02-25,-2.72872,1,0,0,0
548681847-05-06,-3.19078,1,0,0,0
548681847-06-05,-3.19024,1,0,0,0
548681847-08-14,-3.91874,1,0,0,0
548681847-09-13,-4.20397,1,0,0,0
548681847-11-22,-2.63636,1,0,0,0
548681847-12-22,-0.469928,1,0,0,0
548681848-03-01,-0.252631,1,0,0,0
548681848-03-31,-0.73131,1,0,0,0
548681848-06-09,0.189628,1,0,0,0
548681848-07-09,0.922765,1,0,0,0
548681848-09-17,-2.81501,1,0,0,0
548681848-10-17,-1.82197,1,0,0,0
548681848-12-26,-0.999282,1,0,0,0
548681849-01-25,-0.190232,1,0,0,0
548681849-04-05,2.14624,1,0,2.655,0
548681849-05-05,4.82244,1,0,21.508,0
548681849-07-14,4.9704,1,0,38.883,0
548681849-08-13,5.64825,1,0,54.483,0
548681849-10-22,6.62105,1,0,141.65,0
548681849-11-21,2.71073,1,0,165.143,0
548681850-01-30,1.97659,1,0,183.503,0
548681850-03-01,1.71388,1,0,196.414,0
548681850-05-10,2.09409,1,0,203.657,0
548681850-06-09,1.9471,1,0,205.107,0
548681850-08-18,3.33951,1,0,248.796,0
548681850-09-17,3.70374,1,0,236.268,0
548681850-11-26,4.3711,1,0,216.836,0
548681850-12-26,4.4532,1,0,190.836,0
548681851-03-06,5.51861,1,0,158.71,0
548681851-04-05,4.90182,1,0,121.009,0
548681851-06-14,5.46533,1,0,29.517,0
548681851-07-14,4.94084,1,0,11.881,0
548681851-09-22,4.17296,1,0,0,0
548681851-10-22,3.11718,1,0,0,0
548681851-12-31,2.78313,1,0,0,0
548681852-01-30,1.49587,1,0,0,0
548681852-04-09,0.516217,1,0,0,0
548681852-05-09,0.059254,1,0,0,0
548681852-07-18,-2.71314,1,0,0,0
548681852-08-17,-2.38133,1,0,0,0
548681852-10-26,-2.23551,1,0,0,0
548681852-11-25,-1.75507,1,0,0,0
548681853-02-03,-1.75343,1,0,0,0
548681853-03-05,-0.316814,1,0,0,0
548681853-05-14,-0.496557,1,0,0,0
548681853-06-13,-0.349648,1,0,0,0
548681874-06-13,-1.58842,1,0,0,0
548681874-07-13,-3.04318,1,0,0,0
548681874-09-21,-3.49722,1,0,0,0
548681874-10-21,-3.51598,1,0,0,0
548681874-12-30,-4.26351,1,0,0,0
548681875-01-29,-4.56771,1,0,0,0
548681875-04-09,-3.01907,1,0,0,0
548681875-05-09,-0.871435,1,0,0,0
548681875-07-18,-0.672936,1,0,0,0
548681875-08-17,-1.1316,1,0,0,0
548681875-10-26,-0.19065,1,0,0,0
548681875-11-25,0.5625,1,0,0,0
548681876-02-03,-3.15526,1,0,0,0
548681876-03-04,-2.14221,1,0,0,0
548681876-05-13,-1.29951,1,0,0,0
548681876-06-12,-6.88674,1,0,0,0
548681876-08-21,-1.59463,1,0,7.914,0
548681876-09-20,4.34021,1,0,53.903,0
548681876-11-29,4.32929,1,0,96.297,0
548681876-12-29,5.27585,1,0,134.371,0
548681877-03-09,8.22075,1,0,245.454,0
548681877-04-08,3.43309,1,0,285.856,0
548681877-06-17,-8.74653,1,0,317.453,0
548681877-07-17,-5.839,1,0,339.705,0
548681877-09-25,-4.95297,1,0,352.23,0
548681877-10-25,-5.18734,1,0,354.817,0
548681878-01-03,-2.17982,1,0,317.545,0
548681878-02-02,-1.1438,1,0,301.775,0
548681878-04-13,-1.53449,1,0,277.266,0
548681878-05-13,-1.12237,1,0,244.437,0
548681878-07-22,4.29724,1,0,203.85,0
548681878-08-21,3.71202,1,0,156.2,0
548681878-10-30,5.62838,1,0,43.292,0
548681878-11-29,5.27936,1,0,18.23,0
548681879-02-07,4.71213,1,0,0,0
548681879-03-09,3.61134,1,0,0,0
548681879-05-18,3.7774,1,0,0,0
548681879-06-17,1.91073,1,0,0,0
548681879-08-26,0.719304,1,0,0,0
548681879-09-25,-0.03794,1,0,0,0
548681879-12-04,-2.83336,1,0,0,0
548681880-01-03,-2.52445,1,0,0,0
548681880-03-13,0.947967,1,0,0,0
548681880-04-12,1.08355,1,0,0,0
548681880-06-21,0.798169,1,0,0,0
548681880-07-21,0.807112,1,0,0,0
548681880-09-29,0.585737,1,0,0,0
548681880-10-29,0.706456,1,0,0,0
548681901-10-30,-1.37747,1,0,0,0
548681901-11-29,-3.14566,1,0,0,0
548681902-02-07,-3.57793,1,0,0,0
548681902-03-09,-3.55735,1,0,0,0
548681902-05-18,-4.26561,1,0,0,0
548681902-06-17,-4.5306,1,0,0,0
548681902-08-26,-2.94256,1,0,0,0
548681902-09-25,-0.755602,1,0,0,0
548681902-12-04,-0.51769,1,0,0,0
548681903-01-03,-0.986654,1,0,0,0
548681903-03-14,-0.055932,1,0,0,0
548681903-04-13,0.686885,1,0,0,0
548681903-06-22,-5.24303,1,0,0,0
548681903-07-22,-3.43876,1,0,0,0
548681903-09-30,-2.15947,1,0,0,0
548681903-10-30,-1.24935,1,0,0,0
548681904-01-08,0.755704,1,0,9.062,0
548681904-02-07,4.49148,1,0,53.329,0
548681904-04-17,4.968,1,0,94.144,0
548681904-05-17,5.75442,1,0,130.809,0
548681904-07-26,7.65571,1,0,245.109,0
548681904-08-25,-5.6608,1,0,285.135,0
548681904-11-03,-2.53092,1,0,316.461,0
548681904-12-03,-1.93474,1,0,338.55,0
548681905-02-11,1.02898,1,0,351.027,0
548681905-03-13,1.26235,1,0,353.676,0
548681905-05-22,3.71609,1,0,325.589,0
548681905-06-21,4.64724,1,0,309.641,0
548681905-08-30,5.60461,1,0,284.806,0
548681905-09-29,4.79341,1,0,251.508,0
548681905-12-08,5.99266,1,0,210.318,0
548681906-01-07,5.56831,1,0,161.94,0
548681906-03-18,6.08971,1,0,46.75,0
548681906-04-17,5.58174,1,0,20.514,0
548681906-06-26,5.18653,1,0,0,0
548681906-07-26,4.07326,1,0,0,0
548681906-10-04,3.65178,1,0,0,0
548681906-11-03,1.5041,1,0,0,0
548681907-01-12,0.323084,1,0,0,0
548681907-02-11,-0.17534,1,0,0,0
548681907-04-22,-0.08862,1,0,0,0
548681907-05-22,-0.199841,1,0,0,0
548681907-07-31,-0.492011,1,0,0,0
548681907-08-30,-0.334985,1,0,0,0
548681907-11-08,-0.378409,1,0,0,0
548681907-12-08,-0.384329,1,0,0,0
548681908-02-16,-0.560164,1,0,0,0
548681908-03-17,-0.300606,1,0,0,0
548681929-03-17,-1.58607,1,0,0,0
548681929-04-16,-3.39156,1,0,0,0
548681929-06-25,-3.86087,1,0,0,0
548681929-07-25,-3.83304,1,0,0,0
548681929-10-03,-4.53386,1,0,0,0
548681929-11-02,-4.79113,1,0,0,0
548681930-01-11,-3.19528,1,0,0,0
548681930-02-10,-1.00033,1,0,0,0
548681930-04-21,-0.754257,1,0,0,0
548681930-05-21,-1.22392,1,0,0,0
548681930-07-30,-0.294073,1,0,0,0
548681930-08-29,0.448042,1,0,0,0
548681930-11-07,-3.28077,1,0,0,0
548681930-12-07,-2.27887,1,0,0,0
548681931-02-15,-1.44725,1,0,0,0
548681931-03-17,-0.594141,1,0,0,0
548681931-05-26,1.78708,1,0,9.703,0
548681931-06-25,4.5085,1,0,50.353,0
548681931-09-03,4.70231,1,0,87.842,0
548681931-10-03,5.42651,1,0,121.529,0
548681931-12-12,6.44606,1,0,214.093,0
548681932-01-11,2.6346,1,0,248.767,0
548681932-03-21,2.00125,1,0,275.923,0
548681932-04-20,1.84123,1,0,295.096,0
548681932-06-29,2.32552,1,0,305.959,0
548681932-07-29,2.28375,1,0,308.326,0
548681932-10-07,3.78258,1,0,257.842,0
548681932-11-06,4.13143,1,0,245.385,0
548681933-01-15,4.78345,1,0,225.947,0
548681933-02-14,4.8504,1,0,199.863,0
548681933-04-25,5.9005,1,0,167.577,0
548681933-05-25,5.26843,1,0,129.642,0
548681933-08-03,5.81679,1,0,27.156,0
548681933-09-02,5.30479,1,0,12.374,0
548681933-11-11,4.54929,1,0,0,0
548681933-12-11,3.50569,1,0,0,0
548681934-02-19,3.18349,1,0,0,0
548681934-03-21,1.90793,1,0,0,0
548681934-05-30,0.939639,1,0,0,0
548681934-06-29,0.468513,1,0,0,0
548681934-09-07,-2.31805,1,0,0,0
548681934-10-07,-2.00041,1,0,0,0
548681934-12-16,-1.86877,1,0,0,0
548681935-01-15,-1.4026,1,0,0,0
548681935-03-26,-1.41524,1,0,0,0
548681935-04-25,0.041138,1,0,0,0
548681935-07-04,-0.11896,1,0,0,0
548681935-08-03,0.047566,1,0,0,0
548681956-08-02,-1.17153,1,0,0,0
548681956-09-01,-2.60674,1,0,0,0
548681956-11-10,-3.04134,1,0,0,0
548681956-12-10,-3.05359,1,0,0,0
548681957-02-18,-3.79486,1,0,0,0
548681957-03-20,-4.09286,1,0,0,0
548681957-05-29,-2.53791,1,0,0,0
548681957-06-28,-0.384197,1,0,0,0
548681957-09-06,-0.179611,1,0,0,0
548681957-10-06,-0.651646,1,0,0,0
548681957-12-15,0.275923,1,0,0,0
548681958-01-14,1.01567,1,0,0,0
548681958-03-25,-2.71559,1,0,0,0
548681958-04-24,-1.71598,1,0,0,0
548681958-07-03,-0.886715,1,0,0,0
548681958-08-02,-6.45844,1,0,0,0
548681958-10-11,-1.15103,1,0,4.657,0
548681958-11-10,4.79925,1,0,21.654,0
548681959-01-19,4.80366,1,0,37.332,0
548681959-02-18,5.76562,1,0,51.423,0
548681959-04-29,8.7258,1,0,147.649,0
548681959-05-29,3.89207,1,0,171.358,0
548681959-08-07,-8.33456,1,0,189.938,0
548681959-09-06,-5.47491,1,0,203.072,0
548681959-11-15,-4.63764,1,0,210.536,0
548681959-12-15,-4.92144,1,0,212.202,0
548681960-02-23,-1.96402,1,0,207.936,0
548681960-03-24,-0.945346,1,0,198.026,0
548681960-06-02,-1.35322,1,0,182.534,0
548681960-07-02,-0.958358,1,0,161.725,0
548681960-09-10,4.44399,1,0,135.955,0
548681960-10-10,3.84149,1,0,105.666,0
548681960-12-19,5.74057,1,0,31.747,0
548681961-01-18,5.43082,1,0,14.976,0
548681961-03-29,4.90227,1,0,0,0
548681961-04-28,3.83973,1,0,0,0
548681961-07-07,4.04337,1,0,0,0
548681961-08-06,2.21366,1,0,0,0
548681961-10-15,1.05862,1,0,0,0
548681961-11-14,0.309099,1,0,0,0
548681962-01-23,-2.47866,1,0,0,0
548681962-02-22,-2.16213,1,0,0,0
548681962-05-03,1.31786,1,0,0,0
548681962-06-02,1.46086,1,0,0,0
548681962-08-11,1.18302,1,0,0,0
548681962-09-10,1.16754,1,0,0,0
548681962-11-19,0.921758,1,0,0,0
548681962-12-19,1.01808,1,0,0,0
548681983-12-19,-1.09022,1,0,0,0
548681984-01-18,-2.88277,1,0,0,0
548681984-03-28,-3.33938,1,0,0,0
548681984-04-27,-3.36751,1,0,0,0
548681984-07-06,-4.12451,1,0,0,0
548681984-08-05,-4.43803,1,0,0,0
548681984-10-14,-2.89865,1,0,0,0
548681984-11-13,-0.760195,1,0,0,0
548681985-01-22,-0.570807,1,0,0,0
548681985-02-21,-1.03273,1,0,0,0
548681985-05-02,-0.095056,1,0,0,0
548681985-06-01,0.654809,1,0,0,0
548681985-08-10,-5.26814,1,0,0,0
548681985-09-09,-3.45682,1,0,0,0
548681985-11-18,-2.17054,1,0,0,0
548681985-12-18,-1.25157,1,0,0,0
548681986-02-26,0.762425,1,0,7.061,0
548681986-03-28,4.50725,1,0,29.793,0
548681986-06-06,4.99282,1,0,50.767,0
548681986-07-06,5.78846,1,0,69.622,0
548681986-09-14,7.69906,1,0,98.907,0
548681986-10-14,-5.64289,1,0,114.649,0
548681986-12-23,-2.53878,1,0,126.993,0
548681987-01-22,-1.96894,1,0,135.729,0
548681987-04-02,0.968279,1,0,140.708,0
548681987-05-02,1.17476,1,0,141.844,0
548681987-07-11,3.60136,1,0,74.624,0
548681987-08-10,4.53031,1,0,71.115,0
548681987-10-19,5.4855,1,0,65.62,0
548681987-11-18,4.67213,1,0,58.233,0
548681988-01-27,5.86923,1,0,49.08,0
548681988-02-26,5.44274,1,0,38.318,0
548681988-05-06,5.962,1,0,18.481,0
548681988-06-05,5.52228,1,0,9.001,0
548681988-08-14,5.19469,1,0,0,0
548681988-09-13,4.14826,1,0,0,0
548681988-11-22,3.79262,1,0,0,0
548681988-12-22,1.7099,1,0,0,0
548681989-03-02,0.592588,1,0,0,0
548681989-04-01,0.13265,1,0,0,0
548681989-06-10,0.257638,1,0,0,0
548681989-07-10,0.184279,1,0,0,0
548681989-09-18,-0.070361,1,0,0,0
548681989-10-18,0.12385,1,0,0,0
548681989-12-27,0.11725,1,0,0,0
548681990-01-26,0.143398,1,0,0,0
548681990-04-06,-6.34e-4,1,0,0,0
548681990-05-06,0.290455,1,0,0,0
548682011-05-06,-0.963755,1,0,0,0
548682011-06-05,-2.7382,1,0,0,0
548682011-08-14,-3.17684,1,0,0,0
