date,GPP_NT_VUT_REF,n_datapoints,n_measured,SW_IN_F,f_measured
548976999-04-11,1.89108,1,0,1.86,0
548976999-06-20,1.96141,1,0,1.884,0
548976999-07-20,1.78997,1,0,1.872,0
548976999-09-28,-1.28823,1,1,1.856,1
548976999-10-28,4.98114,1,1,1.848,1
548977020-10-28,1.83406,1,1,1.878,1
548977020-11-27,0.980375,1,0,1.874,0
548977021-02-05,0.877352,1,0,1.866,0
548977021-03-07,0.903844,1,0,1.863,0
548977021-05-16,1.33045,1,0,1.853,0
548977021-06-15,0.978627,1,0,1.866,0
548977021-08-24,1.03026,1,0,1.844,0
548977021-09-23,0.328415,1,0,1.856,0
548977021-12-02,0.131665,1,0,1.827,0
548977022-01-01,0.182974,1,0,1.831,0
548977022-03-12,0.12576,1,0,1.906,0
548977022-04-11,0.029203,1,0,4.597,0
548977022-06-20,0.095826,1,0,22.298,0
548977022-07-20,0.156914,1,0,40.576,0
548977022-09-28,3.99022,1,0,92.902,0
548977022-10-28,12.7771,1,0,207.475,0
548977023-01-06,11.3062,1,0,317.659,0
548977023-02-05,15.1895,1,0,410.529,0
548977023-04-16,14.0589,1,0,409.575,0
548977023-05-16,22.3929,1,0,397.4,0
548977023-07-25,14.4946,1,0,286.941,0
548977023-08-24,20.1166,1,0,482.554,0
548977023-11-02,23.4775,1,0,675.258,0
548977023-12-02,23.0377,1,0,674.781,0
548977024-02-10,23.2425,1,0,747.283,0
548977024-03-11,36.087,1,1,722.003,1
548977024-05-20,17.5019,1,1,722.957,1
548977024-06-19,26.7634,1,1,702.446,1
548977024-08-28,22.7052,1,1,654.747,1
548977024-09-27,15.475,1,1,626.128,1
548977024-12-06,20.7846,1,1,535.023,1
548977025-01-05,14.96,1,1,487.801,1
548977025-03-16,15.1248,1,1,241.055,1
548977025-04-15,11.7953,1,1,236.905,1
548977025-06-24,10.2246,1,1,177.091,1
548977025-07-24,11.9378,1,1,131.634,1
548977025-10-02,2.39202,1,0,50.927,0
548977025-11-01,1.78999,1,0,14.132,0
548977026-01-10,2.35385,1,1,2.778,1
548977026-02-09,5.30222,1,1,1.886,1
548977026-04-20,4.48551,1,1,1.86,1
548977026-05-20,3.55035,1,1,1.848,1
548977026-07-29,3.56556,1,1,1.846,1
548977026-08-28,1.24795,1,0,1.858,0
548977026-11-06,0.817257,1,0,1.851,0
548977026-12-06,-2.52882,1,1,1.843,1
548977027-02-14,1.08045,1,1,1.86,1
548977027-03-16,2.56861,1,1,1.86,1
548977048-03-15,-2.57189,1,1,1.856,1
548977048-04-14,-0.203271,1,1,1.814,1
548977048-06-23,0.559985,1,1,1.849,1
548977048-07-23,1.24589,1,1,1.862,1
548977048-10-01,0.602919,1,1,1.833,1
548977048-10-31,1.77158,1,1,1.828,1
548977049-01-09,2.76687,1,1,1.812,1
548977049-02-08,-3.08587,1,1,1.847,1
548977049-04-19,-2.23243,1,1,1.912,1
548977049-05-19,-6.49214,1,1,1.854,1
548977049-07-28,-6.08066,1,1,1.835,1
548977049-08-27,-9.63724,1,1,7.044,1
548977049-11-05,-3.83898,1,1,45.919,1
548977049-12-05,0.323177,1,1,119.28,1
548977050-02-13,10.3266,1,0,175.135,0
548977050-03-15,17.866,1,0,285.796,0
548977050-05-24,15.0241,1,1,360.445,1
548977050-06-23,20.4656,1,1,442.487,1
548977050-09-01,24.6038,1,1,551.718,1
548977050-10-01,32.1044,1,1,610.864,1
548977050-12-10,35.6896,1,1,651.408,1
548977051-01-09,22.4676,1,1,693.86,1
548977051-03-20,36.7551,1,1,717.71,1
548977051-04-19,37.8972,1,1,722.48,1
548977051-06-28,37.8122,1,1,765.409,1
548977051-07-28,36.1624,1,1,788.304,1
548977051-10-06,27.879,1,1,763.978,1
548977051-11-05,19.8167,1,1,668.103,1
548977052-01-14,29.8814,1,1,656.178,1
548977052-02-13,26.6299,1,1,635.191,1
548977052-04-23,17.4473,1,1,522.621,1
548977052-05-23,15.6325,1,1,432.47,1
548977052-08-01,16.0176,1,1,402.42,1
548977052-08-31,11.7331,1,1,314.082,1
548977052-11-09,9.99256,1,1,204.184,1
548977052-12-09,9.64508,1,1,121.378,1
548977053-02-17,7.34765,1,1,56.174,1
548977053-03-19,1.56369,1,0,15.411,0
548977053-05-28,1.63825,1,0,2.491,0
548977053-06-27,1.20016,1,0,1.831,0
548977053-09-05,0.738343,1,0,1.765,0
548977053-10-05,3.3548,1,1,1.827,1
548977053-12-14,1.34932,1,1,1.833,1
548977054-01-13,4.3737,1,1,1.841,1
548977054-03-24,-0.243852,1,0,1.848,0
548977054-04-23,-0.402546,1,0,1.845,0
548977054-07-02,0.370786,1,1,1.812,1
548977054-08-01,-2.4534,1,1,1.836,1
548977075-08-01,-0.806067,1,1,1.856,1
548977075-08-31,-4.37787,1,1,1.801,1
548977075-11-09,-4.641,1,1,1.832,1
548977075-12-09,-4.56213,1,1,1.865,1
548977076-02-17,-2.5059,1,1,1.881,1
548977076-03-18,-2.62616,1,1,1.885,1
548977076-05-27,-9.65298,1,1,1.849,1
548977076-06-26,-5.13214,1,1,1.805,1
548977076-09-04,-15.2497,1,1,1.822,1
548977076-10-04,-1.33409,1,0,1.872,0
548977076-12-13,-14.5452,1,1,1.91,1
548977077-01-12,-1.70942,1,0,6.662,0
548977077-03-23,-1.59027,1,0,24.397,0
548977077-04-22,-1.48716,1,0,32.325,0
548977077-07-01,-1.3917,1,0,41.626,0
548977077-07-31,-1.09187,1,0,58.082,0
548977077-10-09,19.5522,1,0,69.995,0
548977077-11-08,-2.25483,1,0,79.976,0
548977078-01-17,-1.24749,1,0,100.295,0
548977078-02-16,4.24994,1,0,124.765,0
548977078-04-27,10.8981,1,0,201.512,0
548977078-05-27,10.96,1,0,197.601,0
548977078-08-05,12.3798,1,1,233.948,1
548977078-09-04,17.7036,1,0,245.3,0
548977078-11-13,11.0506,1,0,200.368,0
548977078-12-13,20.1946,1,1,277.258,1
548977079-02-21,28.2289,1,1,380.002,1
548977079-03-23,32.4867,1,1,679.074,1
548977079-06-01,27.7608,1,1,691.952,1
548977079-07-01,32.3231,1,1,637.099,1
548977079-09-09,23.6548,1,1,567.458,1
548977079-10-09,19.9413,1,1,495.433,1
548977079-12-18,17.5038,1,0,423.885,0
548977080-01-17,21.6364,1,0,338.504,0
548977080-03-27,13.3077,1,1,225.791,1
548977080-04-26,10.4179,1,1,139.265,1
548977080-07-05,7.73065,1,1,59.751,1
548977080-08-04,5.81084,1,1,14.266,1
548977080-10-13,4.6192,1,1,2.272,1
548977080-11-12,4.03242,1,1,1.834,1
548977081-01-21,2.87147,1,1,1.845,1
548977081-02-20,-0.522682,1,0,1.871,0
548977081-05-01,-0.650671,1,0,1.86,0
548977081-05-31,-3.76323,1,1,1.813,1
548977081-08-09,-6.45355,1,1,1.797,1
548977081-09-08,-8.20716,1,1,1.853,1
548977081-11-17,-11.0979,1,1,1.782,1
548977081-12-17,-8.22134,1,1,1.852,1
548977102-12-18,5.35695,1,1,1.877,1
548977103-01-17,-1.87815,1,0,1.86,0
548977103-03-28,-1.54144,1,0,1.851,0
548977103-04-27,-1.96541,1,0,1.899,0
548977103-07-06,-2.08566,1,0,1.891,0
548977103-08-05,-2.72347,1,0,1.849,0
548977103-10-14,-2.68557,1,0,1.822,0
548977103-11-13,-2.40352,1,0,1.816,0
548977104-01-22,-2.70747,1,0,1.874,0
548977104-02-21,-2.25967,1,0,1.82,0
548977104-05-01,-2.54293,1,0,1.801,0
548977104-05-31,-1.74881,1,0,5.704,0
548977104-08-09,-1.92632,1,0,25.317,0
548977104-09-08,-2.62488,1,0,52.358,0
548977104-11-17,-0.401084,1,0,61.468,0
548977104-12-17,-0.396695,1,0,63.377,0
548977105-02-25,1.28733,1,0,85.556,0
548977105-03-27,7.79338,1,0,125.767,0
548977105-06-05,6.37888,1,0,159.156,0
548977105-07-05,13.8137,1,0,204.613,0
548977105-09-13,16.3543,1,0,277.878,0
548977105-10-13,21.2021,1,0,564.119,0
548977105-12-22,24.221,1,1,722.957,1
548977106-01-21,19.7318,1,1,732.496,1
548977106-04-01,22.1087,1,1,781.626,1
548977106-05-01,20.6709,1,0,777.81,0
548977106-07-10,21.6997,1,0,738.22,0
548977106-08-09,21.2243,1,0,705.308,0
548977106-10-18,21.3585,1,0,657.132,0
548977106-11-17,21.5387,1,0,618.019,0
548977107-01-26,18.0744,1,0,553.149,0
548977107-02-25,15.8742,1,0,473.014,0
548977107-05-06,13.9025,1,0,395.265,0
548977107-06-05,11.8128,1,0,253.361,0
548977107-08-14,7.12017,1,0,56.699,0
548977107-09-13,2.50422,1,0,41.483,0
548977107-11-22,2.14591,1,0,19.274,0
548977107-12-22,1.35991,1,0,6.696,0
548977108-03-01,0.623464,1,0,1.996,0
548977108-03-31,-0.155688,1,0,1.827,0
548977108-06-09,-0.2319,1,0,1.803,0
548977108-07-09,-1.01675,1,0,1.829,0
548977108-09-17,-0.321792,1,0,1.827,0
548977108-10-17,-1.049,1,0,1.825,0
548977108-12-26,9.46021,1,1,1.799,1
548977109-01-25,-0.261043,1,1,1.834,1
548977109-04-05,-7.1304,1,1,1.79,1
548977109-05-05,-2.44444,1,0,1.861,0
548977130-05-05,-2.60178,1,0,1.776,0
548977130-06-04,-2.72568,1,0,1.855,0
548977130-08-13,-0.727369,1,1,1.857,1
548977130-09-12,2.72811,1,1,1.813,1
548977130-11-21,-2.62105,1,0,1.789,0
548977130-12-21,-2.98379,1,0,1.797,0
548977131-03-01,-3.48764,1,0,1.837,0
548977131-03-31,-3.04381,1,0,1.829,0
548977131-06-09,-2.92387,1,0,1.791,0
548977131-07-09,-2.93305,1,0,1.882,0
548977131-09-17,-2.82099,1,0,1.894,0
548977131-10-17,-2.94322,1,0,6.715,0
548977131-12-26,-2.69212,1,0,41.149,0
548977132-01-25,9.44898,1,0,103.587,0
548977132-04-04,10.411,1,0,171.844,0
548977132-05-04,13.5064,1,0,229.178,0
548977132-07-13,20.5873,1,1,352.336,1
548977132-08-12,16.4325,1,1,452.504,1
548977132-10-21,17.4153,1,1,539.793,1
548977132-11-20,17.369,1,1,612.295,1
548977133-01-29,22.9694,1,1,658.086,1
548977133-02-28,19.424,1,1,698.153,1
548977133-05-09,8.62742,1,1,721.526,1
548977133-06-08,14.3994,1,1,737.266,1
548977133-08-17,21.8279,1,1,808.338,1
548977133-09-16,20.8175,1,1,804.999,1
548977133-11-25,19.1457,1,1,770.655,1
548977133-12-25,21.4854,1,1,740.605,1
548977134-03-05,16.2474,1,1,690.044,1
548977134-04-04,20.2705,1,1,639.007,1
548977134-06-13,12.5198,1,1,567.458,1
548977134-07-13,14.1,1,1,498.772,1
548977134-09-21,14.3597,1,1,418.638,1
548977134-10-21,15.937,1,1,314.845,1
548977134-12-30,8.88214,1,1,204.613,1
548977135-01-29,7.44461,1,1,119.041,1
548977135-04-09,6.20755,1,1,44.869,1
548977135-05-09,3.66198,1,1,8.208,1
548977135-07-18,4.40064,1,1,2.093,1
548977135-08-17,3.68602,1,1,1.843,1
548977135-10-26,3.9802,1,1,1.856,1
548977135-11-25,3.27582,1,1,1.847,1
548977136-02-03,2.12472,1,1,1.862,1
548977136-03-04,0.790276,1,1,1.86,1
548977136-05-13,0.945677,1,0,1.847,0
548977136-06-12,1.02855,1,0,1.854,0
548977136-08-21,-1.07819,1,0,1.825,0
548977136-09-20,-0.980463,1,0,1.853,0
548977157-09-20,-1.31735,1,0,1.839,0
548977157-10-20,-0.779276,1,0,1.821,0
548977157-12-29,-1.2248000000000001,1,0,1.868,0
548977158-01-28,-2.66925,1,0,1.915,0
548977158-04-08,-1.94385,1,0,1.874,0
548977158-05-08,-2.80675,1,0,1.809,0
548977158-07-17,-2.30947,1,0,1.786,0
548977158-08-16,-0.930145,1,0,1.842,0
548977158-10-25,-0.756461,1,0,1.873,0
548977158-11-24,0.054106,1,0,1.893,0
548977159-02-02,-0.987939,1,0,1.957,0
548977159-03-04,-1.60956,1,0,5.818,0
548977159-05-13,-1.39683,1,0,33.899,0
548977159-06-12,15.9837,1,0,98.531,0
548977159-08-21,10.035,1,1,196.552,1
548977159-09-20,9.39521,1,1,304.494,1
548977159-11-29,-13.351,1,1,400.989,1
548977159-12-29,15.1414,1,0,475.876,0
548977160-03-08,21.4994,1,0,558.872,0
548977160-04-07,22.9139,1,0,626.128,0
548977160-06-16,10.7838,1,1,664.287,1
548977160-07-16,20.6271,1,0,690.044,0
548977160-09-24,18.839,1,0,705.785,0
548977160-10-24,14.9088,1,1,730.111,1
548977161-01-02,17.1481,1,0,777.81,0
548977161-02-01,18.5993,1,0,773.517,0
548977161-04-12,18.3148,1,0,751.099,0
548977161-05-12,18.0525,1,1,726.773,1
548977161-07-21,10.5494,1,1,687.659,1
548977161-08-20,19.7401,1,1,633.76,1
548977161-10-29,13.9733,1,1,551.718,1
548977161-11-28,17.4906,1,1,477.784,1
548977162-02-06,12.7074,1,1,398.604,1
548977162-03-08,4.90344,1,1,318.565,1
548977162-05-17,10.4038,1,0,208.81,0
548977162-06-16,9.059,1,0,127.102,0
548977162-08-25,3.4621,1,0,49.401,0
548977162-09-24,1.74795,1,0,10.345,0
548977162-12-03,3.26812,1,1,2.062,1
548977163-01-02,-1.38137,1,1,1.864,1
548977163-03-13,1.76064,1,0,1.832,0
548977163-04-12,0.86227,1,0,1.898,0
548977163-06-21,0.447025,1,0,1.861,0
548977163-07-21,-0.222847,1,0,1.859,0
548977163-09-29,-0.142543,1,0,1.874,0
548977163-10-29,-0.863263,1,1,1.88,1
548977164-01-07,-1.9188,1,1,1.818,1
548977164-02-06,1.85232,1,1,1.849,1
548977185-02-05,-1.22252,1,0,1.857,0
548977185-03-07,-1.4374,1,0,1.852,0
548977185-05-16,0.709627,1,1,1.845,1
548977185-06-15,-1.70657,1,0,1.831,0
548977185-08-24,-1.9808,1,0,1.911,0
548977185-09-23,-2.73683,1,0,1.838,0
548977185-12-02,-2.73926,1,0,1.883,0
548977186-01-01,-2.89993,1,0,1.897,0
548977186-03-12,-2.88366,1,0,1.823,0
548977186-04-11,-2.89289,1,0,1.891,0
548977186-06-20,-2.90212,1,0,1.921,0
548977186-07-20,-2.99881,1,0,5.179,0
548977186-09-28,-2.67753,1,0,28.843,0
548977186-10-28,8.29873,1,0,86.129,0
548977187-01-06,8.65008,1,0,175.278,0
548977187-02-05,14.078,1,0,283.316,0
548977187-04-16,20.0014,1,0,378.094,0
548977187-05-16,15.4497,1,0,457.274,0
548977187-07-25,21.4501,1,0,531.207,0
548977187-08-24,23.3225,1,0,601.324,0
548977187-11-02,23.8051,1,0,645.207,0
548977187-12-02,23.6185,1,0,669.534,0
548977188-02-10,21.5919,1,0,692.906,0
548977188-03-11,21.1317,1,0,717.71,0
548977188-05-20,19.9657,1,0,772.086,0
548977188-06-19,19.5065,1,0,762.07,0
548977188-08-28,20.1778,1,0,742.513,0
548977188-09-27,17.1395,1,0,714.371,0
548977188-12-06,14.9989,1,0,684.321,0
548977189-01-05,12.9786,1,1,635.668,1
548977189-03-16,17.1554,1,1,565.073,1
548977189-04-15,12.9488,1,1,491.14,1
548977189-06-24,10.8194,1,1,414.345,1
548977189-07-24,10.2738,1,1,319.376,1
548977189-10-02,9.06205,1,1,201.226,1
548977189-11-01,9.44346,1,1,88.323,1
548977190-01-10,2.51655,1,0,35.043,0
548977190-02-09,1.52906,1,0,8.332,0
548977190-04-20,3.47243,1,1,1.957,1
548977190-05-20,2.2142,1,0,1.846,0
548977190-07-29,2.22588,1,0,1.877,0
548977190-08-28,3.35992,1,1,1.861,1
548977190-11-06,2.18463,1,0,1.848,0
548977190-12-06,1.77922,1,0,1.851,0
548977191-02-14,2.13135,1,0,1.894,0
548977191-03-16,2.14447,1,0,1.857,0
548977191-05-25,2.22207,1,0,1.883,0
548977191-06-24,1.88347,1,0,1.829,0
548977212-06-23,1.8703,1,0,1.811,0
548977212-07-23,1.97889,1,0,1.867,0
548977212-10-01,1.50159,1,0,1.835,0
548977212-10-31,-0.010733,1,0,1.818,0
548977213-01-09,-0.078315,1,0,1.787,0
548977213-02-08,-1.96197,1,0,1.849,0
548977213-04-19,-0.348318,1,0,1.837,0
548977213-05-19,5.45063,1,1,1.843,1
548977213-07-28,-0.215088,1,0,1.86,0
548977213-08-27,-0.830825,1,0,1.861,0
548977213-11-05,-1.20807,1,0,1.869,0
548977213-12-05,-1.08619,1,0,3.419,0
548977214-02-13,-2.81963,1,0,17.085,0
548977214-03-15,-2.13323,1,0,47.731,0
548977214-05-24,9.16533,1,0,100.343,0
548977214-06-23,9.67741,1,0,231.515,0
548977214-09-01,5.6983,1,1,441.056,1
548977214-10-01,8.42632,1,1,473.491,1
548977214-12-10,14.6332,1,1,566.981,1
548977215-01-09,16.451,1,1,597.032,1
548977215-03-20,20.7183,1,1,663.333,1
548977215-04-19,22.1858,1,1,640.438,1
548977215-06-28,23.5278,1,1,612.772,1
548977215-07-28,28.2401,1,1,569.366,1
548977215-10-06,26.7414,1,1,693.86,1
548977215-11-05,28.8318,1,1,578.429,1
548977216-01-14,23.3103,1,1,328.773,1
548977216-02-13,24.5795,1,1,369.031,1
548977216-04-23,19.8518,1,1,403.851,1
548977216-05-23,18.799,1,1,321.237,1
548977216-08-01,14.3619,1,1,302.109,1
548977216-08-31,15.8699,1,1,227.985,1
548977216-11-09,12.4998,1,1,260.277,1
548977216-12-09,14.3461,1,1,204.613,1
548977217-02-17,16.8538,1,1,109.692,1
548977217-03-19,-0.834903,1,0,44.011,0
548977217-05-28,-1.78457,1,0,17.128,0
548977217-06-27,-1.76981,1,0,4.43,0
548977217-09-05,-1.18379,1,0,1.897,0
548977217-10-05,-1.9137,1,0,1.856,0
548977217-12-14,-3.04569,1,0,1.826,0
548977218-01-13,-1.17342,1,1,1.833,1
548977218-03-24,-0.64825,1,1,1.851,1
548977218-04-23,-4.73859,1,1,1.876,1
548977218-07-02,-1.75427,1,1,1.783,1
548977218-08-01,-2.70345,1,0,1.785,0
548977218-10-10,-2.55911,1,0,1.756,0
548977218-11-09,-2.70394,1,0,1.793,0
548977239-11-09,-2.63672,1,0,1.905,0
548977239-12-09,0.035314,1,1,1.812,1
548977240-02-17,1.3562,1,1,1.822,1
548977240-03-18,2.18615,1,1,1.819,1
548977240-05-27,1.30124,1,1,1.849,1
548977240-06-26,-3.49386,1,1,1.814,1
548977240-09-04,-1.2687,1,1,1.753,1
548977240-10-04,-3.23289,1,1,1.814,1
548977240-12-13,-0.790058,1,1,1.846,1
548977241-01-12,-2.06554,1,1,1.853,1
548977241-03-23,-0.321855,1,1,1.898,1
548977241-04-22,-1.89942,1,0,2.253,0
548977241-07-01,-2.04226,1,0,6.443,0
548977241-07-31,-1.5854,1,0,33.469,0
548977241-10-09,-1.72843,1,0,49.878,0
548977241-11-08,-1.90862,1,0,43.772,0
548977242-01-17,-1.97254,1,0,46.968,0
548977242-02-16,5.60069,1,0,92.711,0
548977242-04-27,7.39938,1,1,162.352,1
548977242-05-27,10.798400000000001,1,1,230.895,1
548977242-08-05,23.8143,1,1,287.8,1
548977242-09-04,17.991,1,1,268.291,1
548977242-11-13,20.2528,1,1,333.495,1
548977242-12-13,17.1144,1,1,323.383,1
548977243-02-21,25.0137,1,1,392.88,1
548977243-03-23,23.2455,1,1,406.713,1
548977243-06-01,26.3971,1,1,485.416,1
548977243-07-01,23.1649,1,1,674.304,1
548977243-09-09,32.1025,1,1,373.324,1
548977243-10-09,24.3295,1,1,385.249,1
548977243-12-18,19.8074,1,1,551.241,1
548977244-01-17,13.3546,1,1,521.667,1
548977244-03-27,23.1478,1,1,342.797,1
548977244-04-26,12.6067,1,1,127.054,1
548977244-07-05,10.2762,1,1,119.518,1
548977244-08-04,24.7966,1,1,93.522,1
548977244-10-13,0.496739,1,1,31.857,1
548977244-11-12,-2.16991,1,0,4.745,0
548977245-01-21,-2.62466,1,0,1.899,0
548977245-02-20,-2.65852,1,0,1.84,0
548977245-05-01,-2.61749,1,0,1.864,0
548977245-05-31,-2.10641,1,0,1.885,0
548977245-08-09,-2.11406,1,0,1.79,0
548977245-09-08,-2.39402,1,0,1.851,0
548977245-11-17,-2.20516,1,0,1.911,0
548977245-12-17,-2.2065,1,0,1.87,0
548977246-02-25,-2.07003,1,0,1.837,0
548977246-03-27,-2.06065,1,0,1.873,0
548977267-03-27,0.646129,1,1,1.832,1
548977267-04-26,-1.75175,1,0,1.845,0
548977267-07-05,-1.53371,1,0,1.897,0
548977267-08-04,-1.5334,1,0,1.807,0
548977267-10-13,8.34928,1,1,1.837,1
548977267-11-12,-1.51002,1,0,1.831,0
548977268-01-21,-1.35941,1,0,1.811,0
548977268-02-20,-1.22956,1,0,1.846,0
548977268-04-30,-0.824737,1,0,1.848,0
548977268-05-30,-0.81964,1,0,1.826,0
548977268-08-08,-0.407162,1,0,1.832,0
548977268-09-07,-0.381051,1,0,1.882,0
548977268-11-16,-0.347839,1,0,2.135,0
548977268-12-16,-0.566742,1,0,5.637,0
548977269-02-24,-0.317056,1,0,9.324,0
548977269-03-26,0.105187,1,0,20.257,0
548977269-06-04,1.63227,1,0,61.182,0
548977269-07-04,1.66826,1,0,55.125,0
548977269-09-12,7.75174,1,0,164.45,0
548977269-10-12,7.78781,1,0,156.866,0
548977269-12-21,7.82079,1,0,149.664,0
548977270-01-20,12.7692,1,0,227.413,0
548977270-03-31,27.1434,1,1,226.745,1
548977270-04-30,13.2423,1,1,248.782,1
548977270-07-09,22.0776,1,1,358.537,1
548977270-08-08,24.2355,1,1,381.91,1
548977270-10-17,26.0598,1,1,335.165,1
548977270-11-16,17.7751,1,1,441.533,1
548977271-01-25,18.0047,1,1,479.692,1
548977271-02-24,24.3304,1,1,457.751,1
548977271-05-05,19.3259,1,1,328.678,1
548977271-06-04,12.5374,1,1,327.867,1
548977271-08-13,16.1742,1,1,307.69,1
548977271-09-12,9.51325,1,1,191.019,1
548977271-11-21,7.80501,1,1,150.761,1
548977271-12-21,6.99151,1,1,99.341,1
548977272-02-29,-4.16142,1,1,32.892,1
548977272-03-30,-1.94822,1,1,3.743,1
548977272-06-08,-6.84791,1,1,1.856,1
548977272-07-08,-2.1706,1,1,1.842,1
548977272-09-16,-1.73836,1,1,1.824,1
548977272-10-16,-0.148718,1,0,1.85,0
548977272-12-25,-0.149271,1,0,1.827,0
548977273-01-24,-0.338337,1,0,1.802,0
548977273-04-04,-0.510631,1,0,1.855,0
548977273-05-04,-0.503688,1,0,1.864,0
548977273-07-13,-0.320703,1,0,1.83,0
548977273-08-12,-0.119435,1,0,1.832,0
548977294-08-12,-0.389406,1,0,1.825,0
548977294-09-11,-0.39333,1,0,1.862,0
548977294-11-20,-0.383133,1,0,1.813,0
548977294-12-20,-0.372925,1,0,1.85,0
548977295-02-28,-0.362845,1,0,1.854,0
548977295-03-30,0.079401,1,0,1.806,0
548977295-06-08,-0.618526,1,0,1.822,0
548977295-07-08,-0.839542,1,0,1.835,0
548977295-09-16,-0.604753,1,0,1.842,0
548977295-10-16,-0.601209,1,0,1.817,0
548977295-12-25,-0.332376,1,0,1.844,0
548977296-01-24,-0.585212,1,0,1.848,0
548977296-04-03,-0.579447,1,0,3.333,0
548977296-05-03,-0.012155,1,0,5.599,0
548977296-07-12,-0.367127,1,0,10.159,0
548977296-08-11,0.450346,1,0,14.027,0
548977296-10-20,-0.263576,1,0,30.779,0
548977296-11-19,0.316133,1,0,37.715,0
548977297-01-28,1.1335,1,0,42.389,0
548977297-02-27,2.78977,1,0,49.544,0
548977297-05-08,1.13678,1,0,47.779,0
548977297-06-07,7.34356,1,0,74.443,0
548977297-08-16,7.74673,1,0,88.132,0
548977297-09-15,8.93265,1,0,142.366,0
548977297-11-24,14.3181,1,0,227.842,0
548977297-12-24,21.2875,1,0,427.224,0
548977298-03-04,30.0434,1,0,379.882,0
548977298-04-03,36.739,1,1,518.328,1
548977298-06-12,23.5558,1,1,346.135,1
548977298-07-12,6.98149,1,1,146.229,1
548977298-09-20,20.2713,1,1,636.622,1
548977298-10-20,24.7462,1,1,501.634,1
548977298-12-29,8.02002,1,1,431.516,1
548977299-01-28,10.0763,1,1,315.417,1
548977299-04-08,13.9128,1,1,188.204,1
548977299-05-08,12.3046,1,0,88.752,0
548977299-07-17,1.60477,1,0,36.904,0
548977299-08-16,-0.087224,1,0,4.115,0
548977299-10-25,0.038299,1,0,1.901,0
548977299-11-24,0.026407,1,0,1.935,0
548977300-02-02,0.025334,1,0,1.886,0
548977300-03-04,0.002661,1,0,1.901,0
548977300-05-13,-0.009193,1,0,1.875,0
548977300-06-12,-0.071838,1,0,1.798,0
548977300-08-21,-0.078304,1,0,1.878,0
548977300-09-20,-0.087907,1,0,1.853,0
548977300-11-29,-0.087725,1,0,1.824,0
548977300-12-29,-0.100569,1,0,1.869,0
548977321-12-29,-0.119901,1,0,1.796,0
548977322-01-28,-0.112237,1,0,1.893,0
548977322-04-08,-0.143127,1,0,1.814,0
548977322-05-08,-0.155668,1,0,1.861,0
548977322-07-17,-0.185688,1,0,1.841,0
548977322-08-16,-0.189723,1,0,1.861,0
548977322-10-25,-0.21861,1,0,1.846,0
548977322-11-24,-0.193501,1,0,1.858,0
548977323-02-02,-0.194337,1,0,1.872,0
548977323-03-04,-0.224195,1,0,1.858,0
548977323-05-13,-0.177366,1,0,1.835,0
548977323-06-12,-0.155666,1,0,2.484,0
548977323-08-21,-0.280149,1,0,14.986,0
548977323-09-20,0.540002,1,0,22.89,0
548977323-11-29,1.81822,1,0,70.436,0
548977323-12-29,4.9196,1,0,92.52,0
548977324-03-08,4.92627,1,0,85.413,0
548977324-04-07,1.84903,1,0,69.1,0
548977324-06-16,7.17811,1,0,120.234,0
548977324-07-16,13.6963,1,0,222.834,0
548977324-09-24,7.96943,1,0,138.073,0
548977324-10-24,17.8999,1,0,312.078,0
548977325-01-02,20.8443,1,0,376.663,0
548977325-02-01,18.3061,1,0,368.554,0
548977325-04-12,15.7283,1,0,407.19,0
548977325-05-12,27.0072,1,1,675.258,1
548977325-07-21,15.835,1,1,350.905,1
548977325-08-20,26.0414,1,1,523.098,1
548977325-10-29,24.5819,1,1,639.961,1
548977325-11-28,30.2315,1,1,390.495,1
548977326-02-06,23.1728,1,0,571.751,0
548977326-03-08,20.8507,1,0,488.755,0
548977326-05-17,9.75125,1,1,325.625,1
548977326-06-16,10.0415,1,0,204.47,0
548977326-08-25,10.1059,1,0,195.407,0
548977326-09-24,0.315794,1,0,25.337,0
548977326-12-03,-0.170251,1,0,12.687,0
548977327-01-02,0.002668,1,0,3.371,0
548977327-03-13,-0.319673,1,0,1.911,0
548977327-04-12,5.28964,1,1,1.926,1
548977327-06-21,-0.389243,1,0,1.895,0
548977327-07-21,-0.410843,1,0,1.888,0
548977327-09-29,-0.424318,1,0,1.924,0
548977327-10-29,7.49941,1,1,1.885,1
548977328-01-07,4.95416,1,1,1.819,1
548977328-02-06,3.82733,1,1,1.905,1
548977328-04-16,-0.185865,1,1,1.876,1
548977328-05-16,-1.92289,1,1,0,1
548977349-05-16,0.621053,1,1,0,1
548977349-06-15,-0.525465,1,0,0,0
548977349-08-24,-0.538798,1,0,0,0
548977349-09-23,-0.534003,1,0,0,0
548977349-12-02,-0.538281,1,0,0,0
548977350-01-01,-0.495823,1,0,0,0
548977350-03-12,-0.506638,1,0,0,0
548977350-04-11,-0.52048,1,0,0,0
548977350-06-20,-0.493846,1,0,0,0
548977350-07-20,-0.53414,1,0,0,0
548977350-09-28,-0.528284,1,0,0,0
548977350-10-28,-0.506515,1,0,0,0
548977351-01-06,-0.524693,1,0,8.208,0
548977351-02-05,0.04676,1,0,23.887,0
548977351-04-16,0.03953,1,0,28.967,0
548977351-05-16,0.316681,1,0,48.971,0
548977351-07-25,0.687541,1,0,51.786,0
